A0A 1E0,BAY DE VERDE,NL,3.0,48.086656,-52.894291
A0A 1H0,BELL ISLAND FRONT,NL,3.0,47.637423999999996,-52.926534
A0A 1J0,SHEA HEIGHTS,NL,3.0,47.539527,-52.722751
A0A 1Z0,CONCEPTION HARBOUR,NL,3.0,47.427521,-53.225612
A0A 2B0,CUPIDS,NL,3.0,47.526680999999996,-53.259703
A0A 2P0,HARBOUR MAIN,NL,3.0,47.405955,-53.156965
A0A 3H0,PETTY HARBOUR,NL,3.0,47.476427,-52.707682999999996
A0A 3W0,SOUTH RIVER,NL,3.0,47.535964,-53.209132
A0A 4B0,TREPASSEY,NL,3.0,46.740762,-53.361706000000005
A0A 4J0,WESTERN BAY,NL,3.0,47.883773,-53.084633999999994
A0A 4K0,WITLESS BAY,NL,3.0,47.280091999999996,-52.827118999999996
A0B 1E0,BRANCH,NL,3.0,46.8820381164551,-53.953540802002
A0B 1W0,FRESHWATER PB,NL,3.0,47.263771999999996,-53.981508999999996
A0B 1Z0,HEART'S CONTENT,NL,3.0,47.829993,-53.34850600000001
A0B 2P0,NEW HARBOUR TB,NL,3.0,47.557171999999994,-53.49547
A0B 3A0,MOUNT CARMEL,NL,3.0,47.3639907836914,-53.8577194213867
A0C 1A0,BLOOMFIELD,NL,3.0,48.346418,-53.964627
A0C 1K0,CHARLESTON,NL,3.0,48.374371999999994,-53.702422999999996
A0C 1M0,DUNTARA,NL,3.0,48.596635,-53.374044999999995
A0C 1N0,ELLISTON,NL,3.0,48.618107,-53.014077
A0C 2H0,PORT REXTON,NL,3.0,48.39945,-53.349515000000004
A0C 2S0,TRINITY TB,NL,3.0,48.367744099999996,-53.3587361
A0E 1E0,BURIN,NL,3.0,47.037913,-55.162985
A0E 2G0,LEWINS COVE,NL,3.0,47.117018,-55.27944300000001
A0E 2K0,LITTLE HEARTS EASE,NL,3.0,48.013688,-53.68515
A0E 2L0,LITTLE ST LAWRENCE,NL,3.0,46.925471,-55.357411
A0G 1N0,CARMANVILLE,NL,3.0,49.411396999999994,-54.308786
A0G 1P0,CARTERS COVE,NL,3.0,49.552701,-54.883279
A0G 2R0,HERRING NECK,NL,3.0,49.557216,-54.727909999999994
A0G 2Y0,LADLE COVE,NL,3.0,49.468123,-54.101026
A0G 3A0,LEWISPORTE,NL,3.0,49.244747161865206,-55.057186126709006
A0G 3B0,LITTLE BURNT BAY,NL,3.0,49.584468,-55.047752
A0H 1A0,BADGER,NL,3.0,49.130114,-56.084515
A0H 1E0,BOTWOOD,NL,3.0,49.130859375,-55.3669013977051
A0H 1G0,BUCHANS,NL,3.0,48.826260999999995,-56.856795
A0J 1T0,SPRINGDALE,NL,3.0,49.534019470214794,-56.191593170165994
A0K 1W0,CASTORS RIVER,NL,3.0,50.937090000000005,-56.957094999999995
A0K 1X0,COACHMANS COVE,NL,3.0,50.067157,-56.136022
A0K 2B0,CROQUE,NL,3.0,51.055988,-55.840355
A0K 3L0,L'ANSE AU LOUP,NL,3.0,51.528855,-56.838356999999995
A0K 3R0,MIDDLE ARM GB,NL,3.0,49.710038,-56.12563299999999
A0K 3T0,NIPPERS HARBOUR,NL,3.0,49.786084,-55.860192000000005
A0K 4E0,PORT HOPE SIMPSON,NL,3.0,52.548730000000006,-56.296941000000004
A0K 5S0,WEST ST MODESTE,NL,3.0,51.598147,-56.720116000000004
A0K 5T0,WILD COVE WB,NL,3.0,49.820555,-56.284726
A0K 5Y0,CHARLOTTETOWN LAB,NL,3.0,52.6246109008789,-59.6851387023926
A0L 1C0,COXS COVE,NL,3.0,49.021597,-58.074689
A0L 1H0,LARK HARBOUR,NL,3.0,49.091661,-58.37665500000001
A0L 1L0,YORK HARBOUR,NL,3.0,49.089428000000005,-58.36966999999999
A0N 1G0,CARTYVILLE,NL,3.0,48.23435,-58.821206000000004
A0N 1H0,CODROY,NL,3.0,47.880978999999996,-59.391462
A0N 1R0,LOURDES,NL,3.0,48.560699,-59.155395999999996
A0N 1W0,ST ANDREWS,NL,3.0,47.718895,-59.292901
A0P 1A0,NATUASHISH,NL,4.0,55.888915000000004,-60.880547
A0P 1C0,HAPPY VALLEY-GOOSE BAY,NL,4.0,53.308255,-60.378852
A0P 1J0,MAKKOVIK,NL,4.0,55.087618000000006,-59.171237
A0P 1L0,NAIN,NL,4.0,56.552611999999996,-61.763656000000005
A0P 1P0,RIGOLET,NL,4.0,54.177231000000006,-58.421763
A1A 0A1,ST. JOHN'S,NL,3.0,47.6140568,-52.7079699
A0A 1G0,BAY ROBERTS,NL,3.0,47.571957,-53.278126
A0A 2R0,HOLYROOD,NL,3.0,47.276512,-53.301821999999994
A0A 2V0,LANCE COVE,NL,3.0,47.64484,-52.94659
A0A 3G0,OLD PERLICAN,NL,3.0,48.066189,-53.003890000000006
A0A 3L0,POUCH COVE,NL,3.0,47.761072999999996,-52.760204
A0A 3P0,RIVERHEAD HARBOUR GRACE,NL,3.0,47.671834999999994,-53.185727
A0A 3S0,SALMON COVE BDV,NL,3.0,47.775937,-53.19596
A0A 3V0,SHEARSTOWN,NL,3.0,47.592808000000005,-53.30729300000001
A0A 4H0,BELL ISLAND,NL,3.0,47.647748,-52.940673
A0B 1P0,DILDO,NL,3.0,47.259931,-53.971382999999996
A0B 2B0,HEART'S DESIRE,NL,3.0,47.822635,-53.453118
A0B 2J0,LONG HARBOUR,NL,3.0,47.435590000000005,-53.809630000000006
A0B 2T0,NORMANS COVE,NL,3.0,47.494787,-53.683434999999996
A0B 2W0,OLD SHOP,NL,3.0,47.528327000000004,-53.582069
A0B 3K0,WHITBOURNE,NL,3.0,47.359636,-53.415813
A0C 1P0,HICKMANS HARBOUR,NL,3.0,48.102681,-53.74428399999999
A0C 2A0,NEWMANS COVE,NL,3.0,48.592476,-53.173143
A0C 2N0,SUMMERVILLE,NL,3.0,48.4475,-53.56075500000001
A0E 1M0,ENGLISH HARBOUR EAST,NL,3.0,47.633146999999994,-54.886345
A0E 1W0,GRAND BANK,NL,3.0,47.092456817627,-55.753303527832
A0E 2C0,LAMALINE,NL,3.0,46.972366,-55.958635
A0E 2H0,LITTLE BAY PB,NL,3.0,47.13467,-55.09621800000001
A0E 2T0,ST BERNARDS-JACQUES FONTAINE,NL,3.0,47.527118,-54.943277
A0G 1L0,CAMPBELLTON,NL,3.0,49.285183,-54.977629
A0G 2N0,GREENSPOND,NL,3.0,49.075775,-53.580822
A0G 3N0,NORRIS ARM NORTHSIDE,NL,3.0,49.117785999999995,-55.248881000000004
A0G 3Z0,SELDOM,NL,3.0,49.602117,-54.193073
A0G 4A0,SHALLOWAY COVE,NL,3.0,48.841536,-53.691722
A0G 4R0,WESLEYVILLE,NL,3.0,49.153845000000004,-53.586263
A0H 1B0,BELLEORAM,NL,3.0,47.522172999999995,-55.41470699999999
A0H 1R0,HEAD BAY D'ESPOIR,NL,3.0,47.944228,-55.748817
A0H 1S0,HERMITAGE,NL,3.0,47.558341,-55.92789499999999
A0H 2A0,POINT OF BAY,NL,3.0,49.260256,-55.273861
A0H 2E0,ST ALBANS,NL,3.0,47.85774,-55.839659999999995
A0J 1G0,JACKSONS COVE,NL,3.0,49.70567,-55.912102000000004
A0J 1R0,ROBERTS ARM,NL,3.0,49.491271999999995,-55.823449
A0K 1Z0,COOKS HARBOUR,NL,3.0,51.60555,-55.866057999999995
A0K 2J0,ENGLEE,NL,3.0,50.727323,-56.108033
A0K 2N0,FLOWERS COVE,NL,3.0,51.29753112792971,-56.7297592163086
